id,name,abbreviation,week,year,home,away,url,pbp_url
401671822,Patriots v Titans,NE v TEN,9,2024,10,17,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671822,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671822/competitions/401671822/plays?limit=300
401671711,Commanders v Giants,WSH v NYG,9,2024,19,28,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671711,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671711/competitions/401671711/plays?limit=300
401671650,Saints v Panthers,NO v CAR,9,2024,29,18,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671650,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671650/competitions/401671650/plays?limit=300
401671623,Broncos v Ravens,DEN v BAL,9,2024,33,7,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671623,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671623/competitions/401671623/plays?limit=300
401671797,Jaguars v Eagles,JAX v PHI,9,2024,21,30,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671797,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671797/competitions/401671797/plays?limit=300
401671767,Lions v Packers,DET v GB,9,2024,9,8,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671767,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671767/competitions/401671767/plays?limit=300
401671776,Rams v Seahawks,LAR v SEA,9,2024,26,14,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671776,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671776/competitions/401671776/plays?limit=300
401671647,Colts v Vikings,IND v MIN,9,2024,16,11,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671647,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671647/competitions/401671647/plays?limit=300
401671688,Buccaneers v Chiefs,TB v KC,9,2024,12,27,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671688,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671688/competitions/401671688/plays?limit=300
401671810,Bengals v Ravens,CIN v BAL,10,2024,33,4,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671810,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671810/competitions/401671810/plays?limit=300
401671873,Patriots v Bears,NE v CHI,10,2024,3,17,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671873,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671873/competitions/401671873/plays?limit=300
401671863,Bills v Colts,BUF v IND,10,2024,11,2,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671863,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671863/competitions/401671863/plays?limit=300
401671637,Broncos v Chiefs,DEN v KC,10,2024,12,7,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671637,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671637/competitions/401671637/plays?limit=300
401671733,Falcons v Saints,ATL v NO,10,2024,18,1,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671733,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671733/competitions/401671733/plays?limit=300
401671742,49ers v Buccaneers,SF v TB,10,2024,27,25,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671742,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671742/competitions/401671742/plays?limit=300
401671708,Vikings v Jaguars,MIN v JAX,10,2024,30,16,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671708,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671708/competitions/401671708/plays?limit=300
401671751,Titans v Chargers,TEN v LAC,10,2024,24,10,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671751,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671751/competitions/401671751/plays?limit=300
401671678,Jets v Cardinals,NYJ v ARI,10,2024,22,20,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671678,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671678/competitions/401671678/plays?limit=300
401671787,Lions v Texans,DET v HOU,10,2024,34,8,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671787,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671787/competitions/401671787/plays?limit=300
401671693,Dolphins v Rams,MIA v LAR,10,2024,14,15,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671693,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671693/competitions/401671693/plays?limit=300
401671813,Commanders v Eagles,WSH v PHI,11,2024,21,28,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671813,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671813/competitions/401671813/plays?limit=300
401671869,Packers v Bears,GB v CHI,11,2024,3,9,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671869,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671869/competitions/401671869/plays?limit=300
401671824,Vikings v Titans,MIN v TEN,11,2024,10,16,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671824,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671824/competitions/401671824/plays?limit=300
401671851,Raiders v Dolphins,LV v MIA,11,2024,15,13,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671851,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671851/competitions/401671851/plays?limit=300
401671701,Rams v Patriots,LAR v NE,11,2024,17,14,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671701,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671701/competitions/401671701/plays?limit=300
401671746,Browns v Saints,CLE v NO,11,2024,18,5,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671746,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671746/competitions/401671746/plays?limit=300
401671630,Ravens v Steelers,BAL v PIT,11,2024,23,33,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671630,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671630/competitions/401671630/plays?limit=300
401671757,Seahawks v 49ers,SEA v SF,11,2024,25,26,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671757,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671757/competitions/401671757/plays?limit=300
401671665,Chiefs v Bills,KC v BUF,11,2024,2,12,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671665,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671665/competitions/401671665/plays?limit=300
401671675,Bengals v Chargers,CIN v LAC,11,2024,24,4,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671675,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671675/competitions/401671675/plays?limit=300
401671782,Colts v Jets,IND v NYJ,11,2024,20,11,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671782,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671782/competitions/401671782/plays?limit=300
401671694,Texans v Cowboys,HOU v DAL,11,2024,6,34,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671694,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671694/competitions/401671694/plays?limit=300
401671870,Vikings v Bears,MIN v CHI,12,2024,3,16,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671870,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671870/competitions/401671870/plays?limit=300
401671866,Lions v Colts,DET v IND,12,2024,11,8,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671866,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671866/competitions/401671866/plays?limit=300
401671847,Patriots v Dolphins,NE v MIA,12,2024,15,17,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671847,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671847/competitions/401671847/plays?limit=300
401671638,Buccaneers v Giants,TB v NYG,12,2024,19,27,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671638,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671638/competitions/401671638/plays?limit=300
401671715,Cowboys v Commanders,DAL v WSH,12,2024,28,6,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671715,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671715/competitions/401671715/plays?limit=300
401671858,Titans v Texans,TEN v HOU,12,2024,34,10,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671858,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671858/competitions/401671858/plays?limit=300
401671656,Broncos v Raiders,DEN v LV,12,2024,13,7,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671656,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671656/competitions/401671656/plays?limit=300
401671768,49ers v Packers,SF v GB,12,2024,9,25,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671768,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671768/competitions/401671768/plays?limit=300
401671775,Cardinals v Seahawks,ARI v SEA,12,2024,26,22,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671775,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671775/competitions/401671775/plays?limit=300
401671689,Ravens v Chargers,BAL v LAC,12,2024,24,33,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671689,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671689/competitions/401671689/plays?limit=300
401671492,Bears v Lions,CHI v DET,13,2024,8,3,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671492,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671492/competitions/401671492/plays?limit=300
401671798,Dolphins v Packers,MIA v GB,13,2024,9,15,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671798,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671798/competitions/401671798/plays?limit=300
401671806,Raiders v Chiefs,LV v KC,13,2024,12,13,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671806,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671806/competitions/401671806/plays?limit=300
401671649,Chargers v Falcons,LAC v ATL,13,2024,1,24,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671649,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671649/competitions/401671649/plays?limit=300
401671627,Steelers v Bengals,PIT v CIN,13,2024,4,23,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671627,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671627/competitions/401671627/plays?limit=300
401671726,Cardinals v Vikings,ARI v MIN,13,2024,16,22,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671726,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671726/competitions/401671726/plays?limit=300
401671703,Seahawks v Jets,SEA v NYJ,13,2024,20,26,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671703,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671703/competitions/401671703/plays?limit=300
401671743,Titans v Commanders,TEN v WSH,13,2024,28,10,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671743,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671743/competitions/401671743/plays?limit=300
401671705,Texans v Jaguars,HOU v JAX,13,2024,30,34,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671705,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671705/competitions/401671705/plays?limit=300
401671753,Rams v Saints,LAR v NO,13,2024,18,14,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671753,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671753/competitions/401671753/plays?limit=300
401671752,Buccaneers v Panthers,TB v CAR,13,2024,29,27,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671752,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671752/competitions/401671752/plays?limit=300
401671781,49ers v Bills,SF v BUF,13,2024,2,25,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671781,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671781/competitions/401671781/plays?limit=300
401671686,Browns v Broncos,CLE v DEN,13,2024,7,5,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671686,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671686/competitions/401671686/plays?limit=300
401671814,Packers v Lions,GB v DET,14,2024,8,9,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671814,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671814/competitions/401671814/plays?limit=300
401671821,Jaguars v Titans,JAX v TEN,14,2024,10,30,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671821,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671821/competitions/401671821/plays?limit=300
401671848,Jets v Dolphins,NYJ v MIA,14,2024,15,20,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671848,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671848/competitions/401671848/plays?limit=300
401671601,Saints v Giants,NO v NYG,14,2024,19,18,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671601,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671601/competitions/401671601/plays?limit=300
401671713,Panthers v Eagles,CAR v PHI,14,2024,21,29,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671713,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671713/competitions/401671713/plays?limit=300
401671631,Browns v Steelers,CLE v PIT,14,2024,23,5,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671631,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671631/competitions/401671631/plays?limit=300
401671654,Raiders v Buccaneers,LV v TB,14,2024,27,13,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671654,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671654/competitions/401671654/plays?limit=300
401671660,Seahawks v Cardinals,SEA v ARI,14,2024,22,26,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671660,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671660/competitions/401671660/plays?limit=300
401671774,Bears v 49ers,CHI v SF,14,2024,25,3,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671774,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671774/competitions/401671774/plays?limit=300
401671788,Chargers v Chiefs,LAC v KC,14,2024,12,24,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671788,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671788/competitions/401671788/plays?limit=300
401671690,Bengals v Cowboys,CIN v DAL,14,2024,6,4,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671690,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671690/competitions/401671690/plays?limit=300
401671818,Rams v 49ers,LAR v SF,15,2024,25,14,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671818,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671818/competitions/401671818/plays?limit=300
401671825,Bengals v Titans,CIN v TEN,15,2024,10,4,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671825,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671825/competitions/401671825/plays?limit=300
401671737,Commanders v Saints,WSH v NO,15,2024,18,28,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671737,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671737/competitions/401671737/plays?limit=300
401671731,Cowboys v Panthers,DAL v CAR,15,2024,29,6,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671731,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671731/competitions/401671731/plays?limit=300
401671706,Jets v Jaguars,NYJ v JAX,15,2024,30,20,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671706,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671706/competitions/401671706/plays?limit=300
401671860,Dolphins v Texans,MIA v HOU,15,2024,34,15,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671860,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671860/competitions/401671860/plays?limit=300
401671669,Colts v Broncos,IND v DEN,15,2024,7,11,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671669,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671669/competitions/401671669/plays?limit=300
401671681,Bills v Lions,BUF v DET,15,2024,8,2,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671681,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671681/competitions/401671681/plays?limit=300
401671677,Patriots v Cardinals,NE v ARI,15,2024,22,17,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671677,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671677/competitions/401671677/plays?limit=300
401671762,Buccaneers v Chargers,TB v LAC,15,2024,24,27,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671762,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671762/competitions/401671762/plays?limit=300
401671796,Packers v Seahawks,GB v SEA,15,2024,26,9,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671796,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671796/competitions/401671796/plays?limit=300
401671489,Bears v Vikings,CHI v MIN,15,2024,16,3,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671489,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671489/competitions/401671489/plays?limit=300
401671697,Falcons v Raiders,ATL v LV,15,2024,13,1,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671697,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671697/competitions/401671697/plays?limit=300
401671780,Texans v Chiefs,HOU v KC,16,2024,12,34,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671780,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671780/competitions/401671780/plays?limit=300
401671778,Steelers v Ravens,PIT v BAL,16,2024,33,23,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671778,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671778/competitions/401671778/plays?limit=300
401671729,Giants v Falcons,NYG v ATL,16,2024,1,19,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671729,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671729/competitions/401671729/plays?limit=300
401671494,Patriots v Bills,NE v BUF,16,2024,2,17,https://site.web.api.espn.com/apis/site/v2/sports/football/nfl/summary?event=401671494,sports.core.api.espn.com/v2/sports/football/leagues/nfl/events/401671494/competitions/401671494/plays?limit=300
